tipo_credito,fecha_prestamo,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje_datacredito,cant_creditosvigentes,huella_consulta,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,probabilidad_mora,prediccion,mora_real
4,2026-01-10 15:16:40,5325000.0,8,42,Independiente,2273000,0,629486,775.0,2,3,0,0,1,866667.0,Creciente,0.5101141738701274,0,0
4,2024-11-28 16:18:38,1200000.0,6,40,Empleado,5600000,1800000,177924,793.0,2,16,2,0,0,1098465.0,Creciente,0.45753094940253203,0,0
9,2025-08-07 16:16:27,2646760.8,9,40,Empleado,10000000,4000000,248606,765.0,13,6,10,0,0,13978732.0,Creciente,0.2513396423229787,0,0
4,2025-05-18 11:15:14,1068000.0,6,40,Independiente,3200000,1800000,159166,774.0,4,3,1,0,2,,,0.30181914426028095,0,0
4,2025-04-22 18:57:41,2350680.0,10,39,Empleado,2000000,600000,217829,853.0,0,2,0,0,0,1981983.0,Creciente,0.3162811977259588,0,0
4,2025-01-23 17:31:31,1550280.0,6,41,Empleado,1200000,200000,215317,821.0,1,1,1,0,0,908526.0,Estable,0.32848087690686867,0,0
4,2025-01-21 18:42:52,1971482.4,6,38,Empleado,3200000,1000000,273817,781.0,6,6,4,0,1,1165000.0,Decreciente,0.3796878857912595,0,0
9,2025-04-07 11:58:55,3279548.4,9,37,Empleado,5000000,2000000,306721,820.0,6,4,5,0,1,783724.0,Decreciente,0.3860773193784628,0,0
4,2025-07-05 10:53:14,944040.0,6,38,Empleado,2000000,500000,141383,765.0,5,4,1,0,2,,,0.4001455069367188,0,0
4,2025-01-17 14:42:33,817080.0,12,37,Empleado,3800000,1000000,56742,787.0,9,8,5,0,1,,,0.33608170762528145,0,0
4,2025-03-24 11:28:29,604800.0,10,62,Independiente,2800000,1000000,56025,766.0,2,4,1,0,0,908526.0,Estable,0.377056764594433,0,0
9,2025-03-12 18:00:01,3667960.8,11,51,Independiente,3000000,1000000,285703,837.0,5,1,2,0,0,,,0.3073579225849316,0,0
4,2025-07-26 08:28:43,818160.0,6,42,Empleado,3000000,1200000,121308,830.0,4,11,3,0,0,3725809.0,Creciente,0.25651994394776634,0,0
4,2025-01-31 16:17:50,1272000.0,6,41,Empleado,10000000,7000000,188927,753.0,4,3,2,0,0,,,0.46433905700766737,0,0
4,2025-09-25 17:14:42,1884000.0,6,42,Independiente,1900000,1532000,284555,807.0,3,5,2,0,1,751782.0,Creciente,0.39801521915745375,0,0
4,2025-03-12 08:58:27,4372800.0,6,53,Independiente,5000000,1500000,649451,809.0,0,2,0,0,0,,,0.4837798809660133,0,0
4,2025-01-23 08:18:31,1100700.0,6,69,Empleado,1800000,800000,163260,859.0,6,0,4,0,2,,,0.23943665455723903,0,0
4,2025-07-31 17:38:27,3956400.0,6,67,Empleado,12000000,3500000,586615,903.0,5,0,5,0,0,,,0.45083782502339553,0,0
4,2025-02-24 15:05:43,4248000.0,12,61,Independiente,3000000,800000,333741,918.0,4,3,4,0,0,1625613.0,Decreciente,0.4118036170769259,0,0
4,2025-08-19 16:37:58,1571640.0,6,23,Empleado,2160000,1372000,235375,768.0,7,8,3,0,0,977131.0,Creciente,0.44802045883070746,0,0
4,2025-07-30 15:33:01,1550160.0,6,43,Empleado,2291018,1693000,233328,789.0,7,3,5,0,1,1867261.0,Creciente,0.2238898465932106,0,0
9,2025-05-22 16:34:51,821208.0,3,39,Independiente,5000000,2000000,218102,833.0,5,2,1,0,2,941789.0,Creciente,0.30110061643614067,0,0
4,2025-03-14 17:07:42,4347720.0,12,41,Empleado,2300000,1000000,341576,778.0,6,3,1,0,2,1964543.0,Decreciente,0.36668770288071567,0,0
4,2025-02-07 16:53:01,1294766.4,8,40,Empleado,1300000,350000,146973,726.0,5,3,2,0,2,1125966.0,Creciente,0.4320011658645357,0,0
4,2025-03-18 18:06:50,829800.0,6,40,Empleado,4000000,2800000,123248,768.0,2,4,1,0,0,,,0.35362969396134536,0,0
4,2025-03-03 12:00:30,2138400.0,12,38,Independiente,32000000,15000000,168002,744.0,22,8,17,0,0,1720000.0,Decreciente,0.45420506962698975,0,0
4,2025-01-02 19:05:22,2569200.0,12,38,Empleado,1800000,800000,201345,779.0,2,3,0,1,1,908526.0,Estable,0.2793256387588383,0,0
4,2025-05-08 10:34:51,780780.0,18,59,Empleado,1500000,200000,43317,745.0,5,7,4,0,1,1505619.0,Creciente,0.3996319486170931,0,0
4,2025-01-16 11:05:03,4827600.0,6,47,Empleado,6000000,2500000,716049,794.0,9,6,7,0,0,916841.0,Creciente,0.46965078678771394,0,0
4,2025-04-26 17:04:27,3038880.0,10,54,Independiente,3500000,500000,281186,833.0,4,3,1,1,1,,,0.3113448628541147,0,0
4,2025-01-21 18:07:46,2760240.0,12,56,Empleado,1500000,600000,216317,763.0,7,2,5,0,2,916148.0,Creciente,0.2967951098527861,0,0
4,2025-02-23 11:21:58,899880.0,10,43,Empleado,6000000,2500000,83271,775.0,10,2,5,1,2,1285593.0,Creciente,0.33339677749455526,0,0
4,2025-12-12 14:36:23,2536722.0,12,40,Empleado,2911000,1044000,209591,785.0,3,6,3,0,0,1280597.0,Decreciente,0.33737511806022663,0,0
4,2024-12-12 12:49:44,1505940.0,6,37,Independiente,4000000,1500000,223520,833.0,4,2,4,0,0,908526.0,Estable,0.3215941803997471,0,0
4,2025-01-07 18:19:38,2388000.0,12,37,Empleado,1100000,240000,187922,823.0,3,3,2,0,0,908526.0,Estable,0.24880507398755577,0,0
9,2025-06-19 17:17:51,2121424.8,10,67,Empleado,2300000,1200000,180686,811.0,3,4,3,0,0,,,0.3019998554204514,0,0
4,2025-01-10 11:29:25,1201920.0,6,40,Empleado,2000000,900000,178208,800.0,3,4,1,0,0,1810913.0,Creciente,0.3317933412790829,0,0
4,2025-05-02 11:47:54,2102280.0,24,50,Empleado,1800000,600000,93170,716.0,5,13,3,0,0,1618851.0,Creciente,0.6076138033955268,1,0
4,2025-06-16 09:32:28,3289200.0,24,51,Empleado,3000000,0,114208,833.0,6,2,3,0,0,1983750.0,Creciente,0.6103687795047964,1,1
4,2025-06-09 17:02:08,7200000.0,6,50,Independiente,10000000,5000000,1074773,822.0,5,5,4,0,0,954263.0,Creciente,0.3459171392445223,0,0
4,2025-08-02 11:12:28,2200800.0,6,49,Independiente,877803,1411000,331261,874.0,5,3,4,0,0,331671.0,Creciente,0.2690553002778573,0,0
4,2025-03-23 15:51:14,3672000.0,6,45,Independiente,35000000,10000000,545764,854.0,6,2,3,0,1,892176.0,Creciente,0.5214509449445325,0,0
4,2025-03-22 15:29:17,624999.6,12,38,Independiente,5000000,3000000,49164,784.0,6,12,2,0,3,1943070.0,Creciente,0.3431697086939461,0,0
9,2025-04-02 16:30:27,913426.7999999999,6,42,Empleado,7000000,2000000,124641,763.0,6,3,1,0,2,1450000.0,Decreciente,0.3654211565145097,0,0
4,2025-01-26 14:40:40,1320000.0,6,39,Independiente,3000000,1200000,196056,848.0,6,1,2,0,1,1090231.0,Estable,0.227223418357048,0,0
9,2025-02-26 13:47:31,1269000.0,5,47,Independiente,5000000,2000000,205810,792.0,6,5,4,0,1,961442.0,Creciente,0.39639160706387816,0,0
4,2025-01-30 10:08:02,3915000.0,6,44,Empleado,10000000,6000000,581484,816.0,3,3,2,0,0,926820.0,Creciente,0.6219173403888874,1,1
4,2025-04-08 11:49:59,1338360.0,10,37,Empleado,3000000,600000,123847,860.0,8,3,4,0,3,2953607.0,Creciente,0.1966547160015363,0,0
4,2025-04-21 13:30:29,692400.0,6,43,Empleado,3000000,2800000,102934,767.0,3,7,0,0,3,1000000.0,Creciente,0.38511791002472096,0,0
4,2025-05-27 11:04:20,780000.0,6,39,Independiente,3500000,2000000,116427,709.0,4,5,2,1,0,,,0.47385765013041864,0,0
4,2025-08-18 09:56:45,1656360.0,6,64,Empleado,2980000,461000,248063,800.0,3,4,1,0,0,966736.0,Creciente,0.41148062683943604,0,1
4,2025-08-30 16:29:19,1704000.0,6,40,Independiente,2760000,701000,257370,769.0,4,9,1,0,1,1000000.0,Estable,0.4003008805599821,0,0
9,2025-01-09 16:02:51,3167260.8,10,38,Empleado,6000000,3000000,268632,772.0,6,0,1,0,3,,,0.4734747581714213,0,0
9,2025-07-07 14:06:58,1185660.0,2,37,Independiente,5000000,2000000,467909,739.0,20,10,13,0,5,801705.0,Decreciente,0.5471575170396761,1,0
4,2025-01-09 15:01:16,1440000.0,10,60,Independiente,3000000,1200000,132733,831.0,6,2,4,0,0,30285.0,Estable,0.2878766041032928,0,0
4,2025-03-16 15:34:39,624540.0,6,59,Empleado,1850000,200000,92761,820.0,3,1,1,1,0,,,0.27186613677617033,0,0
4,2025-04-01 16:57:35,1298400.0,12,52,Empleado,1900000,900000,102177,773.0,11,3,3,0,5,1202176.0,Creciente,0.297022909603492,0,0
4,2025-08-10 13:55:07,1390800.0,12,48,Empleado,2000000,600000,108923,786.0,8,7,4,0,2,1825198.0,Creciente,0.3280109959577326,0,0
4,2025-03-31 14:49:01,1992000.0,6,38,Independiente,5000000,3000000,296135,853.0,3,2,2,0,0,,,0.33464947237419485,0,0
9,2025-04-04 12:23:00,1269000.0,5,62,Independiente,4000000,2000000,205870,841.0,14,4,5,0,5,933473.0,Decreciente,0.36747658946389555,0,0
9,2025-07-12 18:15:29,1269000.0,3,60,Independiente,5000000,2000000,337095,845.0,10,4,6,0,2,954263.0,Creciente,0.37582778961084856,0,0
4,2026-03-10 09:07:06,9349999.2,10,57,Independiente,12284000,11739000,915753,874.0,14,4,9,0,2,3000000.0,Estable,0.33269706048636644,0,0
9,2025-01-16 16:28:48,4880618.399999999,10,55,Independiente,6000000,3000000,413951,668.0,5,3,1,0,4,,,0.6650964542747436,1,0
4,2025-04-19 09:51:15,482400.0,6,55,Independiente,12000000,3000000,71715,772.0,3,9,0,0,1,,,0.43819526130966324,0,0
4,2025-01-08 16:50:22,2824561.1999999997,12,51,Empleado,1600000,300000,196150,880.0,4,3,2,0,2,1658890.0,Creciente,0.24662887787838747,0,0
9,2025-05-23 16:20:54,1604400.0,5,48,Independiente,5000000,2000000,260585,845.0,12,7,9,0,1,908526.0,Creciente,0.36642005439498204,0,0
9,2024-12-18 09:32:36,1269000.0,8,38,Independiente,4000000,1000000,131953,732.0,6,2,0,0,6,,,0.531548558976443,0,0
4,2025-05-03 19:18:48,1610280.0,12,40,Empleado,2000000,500000,127294,784.0,5,12,3,1,1,1567351.0,Creciente,0.43313577119728686,0,0
4,2025-05-05 12:37:58,3364980.0,6,39,Independiente,5000000,2000000,500275,811.0,8,6,4,0,2,1000000.0,Creciente,0.46532607340983523,0,0
4,2025-03-21 17:52:15,1737499.2,12,37,Empleado,1300000,100000,136675,782.0,5,4,4,1,0,1041166.0,Creciente,0.2770025786612889,0,0
4,2025-01-21 19:00:22,1123080.0,12,37,Empleado,1600000,300000,77992,801.0,0,5,0,0,0,1496306.0,Creciente,0.36409869635576925,0,0
4,2025-01-11 15:57:58,7200000.0,6,68,Independiente,6500000,2500000,1000000,863.0,4,2,4,0,0,2699366.0,Creciente,0.3253145489791755,0,0
9,2025-05-17 10:37:36,670200.0,9,55,Independiente,5000000,2000000,62801,787.0,11,2,7,0,2,848061.0,Creciente,0.3628700025860554,0,0
9,2025-08-07 16:27:27,2860207.1999999997,11,54,Empleado,3100000,2000000,224058,821.0,2,5,1,0,1,1000000.0,9147,0.26109822011889056,0,0
4,2025-02-01 17:54:07,3439200.0,6,60,Independiente,12000000,6000000,509585,761.0,9,12,7,0,1,908526.0,Estable,0.46306245900509624,0,0
4,2025-01-12 17:38:51,1546680.0,6,57,Empleado,1800000,800000,214817,796.0,1,2,1,0,0,,,0.34934624329174874,0,0
4,2024-12-10 14:29:38,7026804.0,6,51,Independiente,5000000,2200000,1041159,765.0,10,3,7,0,2,852686.0,Decreciente,0.45314166406782996,0,0
9,2025-04-28 12:18:59,1498992.0,2,44,Independiente,5000000,2000000,591302,867.0,4,3,1,1,1,939017.0,Creciente,0.44842744717751826,0,0
4,2025-03-19 10:05:55,6000000.0,12,44,Empleado,6000000,2000000,471386,823.0,14,3,9,0,3,3438189.0,Creciente,0.29797844836062126,0,0
4,2025-03-17 17:15:06,1473600.0,12,39,Empleado,1400000,400000,116108,775.0,1,2,0,0,1,1107257.0,Creciente,0.26515169211918316,0,0
4,2025-02-17 15:30:21,1552827.5999999999,6,68,Independiente,5000000,2000000,230847,841.0,4,2,2,1,1,923771.0,Creciente,0.3560195250628533,0,0
9,2025-07-11 11:26:48,771242.4,2,64,Independiente,5000000,2000000,304363,854.0,13,4,9,0,2,954263.0,Creciente,0.36795451143193975,0,0
4,2025-01-12 16:57:14,2473461.6,6,61,Independiente,2000000,800000,366454,837.0,2,2,1,1,0,,,0.41782684858404967,0,0
9,2025-04-13 09:27:31,1269000.0,2,57,Empleado,5000000,2000000,500431,801.0,2,1,0,0,1,942828.0,Creciente,0.392185484554165,0,0
4,2025-05-12 16:23:26,1379880.0,12,59,Empleado,1400000,700000,108601,793.0,2,3,0,0,0,1112301.0,Creciente,0.2461732031693413,0,0
4,2025-01-18 18:37:34,1388280.0,12,57,Empleado,1960000,350000,96408,778.0,6,4,2,1,3,2612698.0,Creciente,0.33990218598773553,0,0
4,2025-04-20 10:46:29,3587628.0,6,56,Independiente,10000000,2000000,533345,871.0,6,5,4,1,0,908526.0,Creciente,0.48141528073291767,0,0
4,2025-12-31 17:13:51,2765280.0,10,54,Empleado,3468000,426000,267122,849.0,3,2,2,0,0,1269916.0,Decreciente,0.2134983241924435,0,0
4,2025-07-13 17:00:17,1694845.2,6,49,Independiente,10000000,5000000,253849,856.0,9,1,5,3,0,1027668.0,Creciente,0.2724239199636613,0,0
9,2025-05-10 17:51:10,1498992.0,5,46,Independiente,4000000,2000000,243323,841.0,13,2,2,0,8,1661038.0,Creciente,0.26087162494651733,0,0
4,2025-03-05 16:07:36,3629280.0,12,43,Empleado,1400000,200000,285459,777.0,9,14,6,0,1,1102479.0,Creciente,0.411897320641023,0,0
4,2025-05-09 12:13:38,1200000.0,6,43,Independiente,4000000,500000,178838,802.0,4,6,1,0,1,,,0.3928593085181738,0,0
4,2025-03-28 17:32:44,2400000.0,6,43,Independiente,9000000,3500000,358238,819.0,8,10,3,2,0,933473.0,Creciente,0.45395702025895823,0,0
9,2025-06-01 13:42:32,821208.0,2,42,Independiente,5000000,2000000,324034,826.0,8,5,4,1,2,984754.0,Creciente,0.32517161746363477,0,0
9,2025-06-21 18:49:09,1498992.0,6,40,Empleado,5000000,2000000,204890,767.0,7,2,4,0,2,931394.0,Creciente,0.2707924179720104,0,0
4,2025-07-28 10:27:36,3156720.0,36,39,Empleado,1900000,200000,106550,822.0,4,2,1,2,0,1932273.0,Decreciente,0.4887857835147465,0,0
4,2025-04-02 14:01:39,2174280.0,12,38,Independiente,2000000,200000,171104,772.0,2,0,0,0,0,,,0.32469582083598914,0,0
9,2025-02-01 16:18:10,1269000.0,9,40,Independiente,4000000,2000000,118514,780.0,16,9,8,2,3,916148.0,Creciente,0.4199883496043964,0,0
4,2025-08-12 17:43:03,4330920.0,24,64,Independiente,2570000,894000,199794,862.0,4,7,2,0,0,,,0.6121166816309007,1,1
4,2025-03-18 17:15:34,628726.7999999999,6,46,Empleado,1400000,400000,93700,783.0,2,4,1,1,0,1261305.0,Creciente,0.38505065205056643,0,0
4,2025-08-28 17:37:48,1080000.0,6,20,Empleado,7720000,2563000,163121,790.0,6,2,3,0,0,,,0.3977620565806063,0,0
9,2025-11-20 12:07:26,1812340.8,9,67,Empleado,5432000,2425000,175388,849.0,3,4,3,0,0,,,0.3964668622984895,0,0
9,2025-04-24 18:23:42,1712293.2,4,62,Empleado,4000000,3000000,344176,826.0,5,1,2,0,1,,,0.2504229330627231,0,0
4,2026-01-14 09:00:50,1056000.0,6,48,Independiente,2343000,0,162338,733.0,1,1,0,0,0,33334.0,Estable,0.5193293624632025,0,0
4,2025-03-30 14:45:44,3780000.0,12,53,Empleado,5000000,1500000,298778,794.0,9,2,5,0,1,,,0.34501718298878503,0,0
4,2025-02-25 13:59:09,2160000.0,12,51,Independiente,2500000,500000,170750,823.0,11,2,7,1,2,904895.0,Creciente,0.21160624248751667,0,0
9,2025-01-05 10:25:50,2598043.1999999997,9,48,Empleado,4600000,0,242635,792.0,7,3,5,0,0,,,0.3508709903895984,0,0
4,2024-12-05 12:39:37,2984520.0,6,48,Empleado,3500000,1100000,442066,795.0,8,7,4,0,2,,,0.385944274257778,0,0
4,2025-02-02 16:07:53,684120.0,8,45,Empleado,2200000,1500000,77593,769.0,0,1,0,0,0,1312982.0,Creciente,0.33309942917858093,0,0
9,2025-10-02 17:48:05,2095279.2,10,45,Empleado,5660000,1652000,181651,820.0,3,4,2,0,0,,,0.33200014724811366,0,0
4,2025-06-26 19:57:22,6652080.0,6,43,Independiente,18000000,3000000,986212,786.0,8,3,6,0,0,1000000.0,Estable,0.4543649981824969,0,0
4,2025-05-12 19:06:29,2320164.0,24,40,Empleado,1900000,1000000,101973,771.0,4,4,2,1,1,1972108.0,Creciente,0.3298247187985538,0,0
9,2025-03-01 12:28:25,667800.0,3,40,Empleado,2500000,1200000,178919,753.0,3,1,1,0,1,,,0.3331488115883928,0,0
4,2025-06-24 17:05:55,1753200.0,24,44,Empleado,1600000,0,77157,766.0,4,6,3,1,0,1835893.0,Decreciente,0.46281828110714923,0,0
4,2026-02-14 13:39:52,8640000.0,36,43,Empleado,4326000,1135000,329858,745.0,8,2,5,0,3,2186900.0,Decreciente,0.5477871050070621,1,0
9,2024-12-18 08:49:17,2339536.8,10,36,Empleado,1918000,750000,198116,665.0,8,0,2,0,5,,,0.46997092601341706,0,0
9,2025-04-24 12:19:43,5339259.6,10,39,Empleado,10000000,3000000,454040,805.0,13,9,6,0,0,1859562.0,Creciente,0.4413646987921811,0,0
9,2025-07-05 18:56:59,878880.0,5,67,Independiente,5000000,2000000,142788,795.0,9,3,4,0,3,688969.0,Creciente,0.4892264119027762,0,0
4,2025-04-20 18:00:30,1200000.0,6,63,Empleado,10500000,4000000,179119,796.0,11,6,6,1,3,2892553.0,Decreciente,0.2879177160247901,0,0
4,2025-01-05 18:40:23,2104681.1999999997,12,58,Empleado,6800000,3500000,146158,760.0,7,5,5,0,1,7757558.0,Creciente,0.3344456681577007,0,0
4,2025-01-01 10:41:23,2147521.1999999997,6,56,Empleado,6800000,290000,298267,813.0,9,3,5,0,0,6419700.0,Creciente,0.3194882251744589,0,0
4,2025-04-24 14:18:30,1399080.0,18,56,Empleado,3300000,1200000,77619,779.0,8,2,1,0,2,,,0.2292850624383225,0,0
4,2025-01-09 10:54:22,8568000.0,8,55,Independiente,25000000,8000000,969517,856.0,6,7,4,1,0,908526.0,Estable,0.41886473272077146,0,0
4,2024-11-28 12:13:35,2983020.0,6,55,Independiente,4000000,500000,441845,875.0,7,0,6,0,0,,,0.3237289367279349,0,0
4,2025-02-01 08:27:54,6135997.2,36,55,Empleado,3400000,1200000,199967,831.0,8,4,3,0,1,1724375.0,Decreciente,0.5784909839281954,1,1
9,2025-03-28 10:20:56,1604400.0,8,40,Empleado,12000000,6000000,167262,781.0,10,14,7,0,2,974527.0,Creciente,0.41809878533216677,0,0
4,2025-06-24 08:11:15,3038880.0,12,37,Empleado,3000000,500000,239316,816.0,6,9,2,0,0,,,0.3222137230744438,0,0
4,2025-01-11 17:21:14,2893800.0,12,56,Empleado,4400000,450000,226772,864.0,6,4,3,0,2,,,0.268797188370627,0,0
4,2025-01-12 15:38:44,4669320.0,12,56,Independiente,12000000,3000000,365929,786.0,18,9,14,1,1,,,0.3850789559176026,0,0
9,2025-04-24 11:51:43,1269000.0,2,53,Independiente,5000000,2000000,500578,804.0,2,2,0,0,1,31809.0,Creciente,0.45507948922065,0,0
4,2024-12-06 11:49:10,2662500.0,12,51,Independiente,8000000,4000000,208222,795.0,6,3,3,1,1,,,0.3275710624688481,0,0
4,2024-12-29 14:37:02,1636800.0,6,45,Empleado,2500000,1000000,242499,808.0,2,3,1,0,0,,,0.3276181116606976,0,0
4,2025-01-22 12:29:05,1173600.0,6,40,Empleado,2200000,400000,174009,880.0,4,0,3,0,0,,,0.2472619045233472,0,0
4,2025-08-25 11:49:31,2280000.0,6,39,Independiente,3050000,326000,343182,815.0,2,0,1,1,0,969508.0,Creciente,0.261669153247952,0,0
4,2025-07-01 13:25:42,2040000.0,6,37,Independiente,12000000,9000000,305518,784.0,10,6,6,0,2,,,0.3611729416971022,0,0
4,2025-07-28 10:38:39,3744000.0,6,39,Independiente,3470000,6973000,563541,809.0,6,2,4,1,0,,,0.36928064847396297,0,0
4,2025-01-16 10:34:54,2555880.0,12,47,Empleado,6000000,2000000,177492,726.0,13,10,6,0,1,2368800.0,Estable,0.5464790725141395,1,0
4,2025-03-25 11:06:18,4200000.0,6,46,Empleado,3000000,1800000,624240,758.0,11,5,7,0,3,1500000.0,Creciente,0.44301412420751757,0,0
4,2024-12-28 09:21:52,7152000.0,12,44,Independiente,12000000,6500000,559324,754.0,5,2,5,0,0,908526.0,Estable,0.5734565493106225,1,0
4,2025-09-30 14:08:29,3360000.0,6,43,Independiente,2960000,810000,509214,899.0,5,3,4,0,0,954263.0,Creciente,0.31695435351789586,0,0
4,2024-12-23 08:59:36,3600000.0,12,60,Independiente,5000000,1300000,281539,836.0,4,1,1,2,1,1873712.0,Creciente,0.2983565267374779,0,0
9,2025-08-22 15:20:22,1304287.2,6,52,Independiente,3950000,1094000,179422,789.0,3,6,1,1,0,,,0.3791786414721651,0,0
9,2025-05-16 11:54:33,548232.0,2,43,Independiente,5000000,2000000,216259,711.0,4,4,0,1,2,454263.0,Decreciente,0.558553542252171,1,0
4,2024-12-05 10:35:33,1062840.0,6,69,Empleado,1600000,700000,157573,801.0,1,2,0,0,0,503709.0,Estable,0.3340255251421693,0,0
4,2025-01-11 15:59:32,1711020.0,24,63,Empleado,4000000,450000,74627,750.0,3,4,2,0,1,1124776.0,Creciente,0.489723298953272,0,0
4,2025-01-23 15:58:09,1538400.0,12,59,Independiente,3000000,1300000,120482,855.0,2,0,1,0,1,908526.0,Estable,0.22269209043197288,0,0
4,2025-01-13 08:14:32,2174280.0,12,66,Empleado,5000000,3000000,150992,871.0,2,1,1,0,0,8077907.0,Creciente,0.24310561912590317,0,0
4,2025-02-15 13:11:48,2645760.0,12,54,Empleado,3000000,2000000,207604,849.0,19,1,16,0,1,,,0.25301312167129536,0,0
4,2025-04-10 15:56:26,1548000.0,6,61,Independiente,1400000,500000,231064,789.0,1,6,0,0,1,,,0.4472185893992029,0,1
4,2025-04-11 11:55:38,2950678.8,6,44,Empleado,8000000,3500000,438256,736.0,5,4,2,0,0,14551865.0,Creciente,0.3758552301118439,0,0
4,2024-12-08 11:04:06,1644000.0,6,64,Independiente,2000000,1000000,243565,731.0,4,1,2,0,1,,,0.34012719352578813,0,0
4,2025-05-06 11:16:24,1707216.0,6,44,Independiente,5000000,2500000,254430,773.0,3,7,2,0,1,1182350.0,Decreciente,0.391091936226082,0,0
4,2025-05-01 16:03:06,1176000.0,12,42,Empleado,2000000,1000000,92964,728.0,7,7,5,0,2,1325507.0,Decreciente,0.46444947499573375,0,0
9,2025-06-27 15:47:12,878880.0,3,68,Independiente,5000000,2000000,233464,845.0,6,9,4,0,1,1121259.0,Creciente,0.36904398064025445,0,0
4,2025-05-25 11:41:39,579600.0,6,66,Empleado,8000000,2500000,86811,812.0,8,0,6,0,1,946640.0,Creciente,0.3109503551831587,0,0
4,2025-02-14 16:59:38,3264000.0,6,43,Independiente,5000000,2500000,484793,859.0,12,8,8,0,2,1500000.0,Estable,0.3660660470515308,0,0
4,2025-04-30 16:53:04,1612800.0,6,43,Independiente,2000000,800000,239763,771.0,3,2,2,0,1,,,0.3155982745685829,0,0
4,2025-01-24 14:56:05,1708800.0,12,42,Empleado,2000000,500000,134084,765.0,4,3,0,1,1,128206.0,Decreciente,0.3827612258799681,0,0
4,2025-01-19 19:02:40,4171920.0,12,40,Empleado,3800000,1000000,289717,845.0,7,3,4,0,0,8400000.0,Estable,0.23765805216560532,0,0
4,2025-01-19 17:04:48,959880.0,12,41,Empleado,1400000,250000,66658,811.0,3,7,2,0,1,916148.0,Creciente,0.32766394748812466,0,0
4,2025-03-24 19:02:20,552000.0,6,40,Empleado,2600000,1000000,81987,781.0,4,10,3,0,0,,,0.4685378250307099,0,0
4,2025-03-05 09:39:11,4178077.1999999997,10,68,Empleado,15000000,2000000,387001,810.0,4,3,0,0,3,1000000.0,Creciente,0.5241818012853123,0,0
4,2025-06-15 17:26:49,5846400.0,6,55,Independiente,10000000,3500000,872715,829.0,10,2,8,0,1,954263.0,Creciente,0.3269323240516436,0,0
4,2025-04-15 10:48:42,3995641.1999999997,24,64,Independiente,2000000,800000,175611,806.0,4,4,1,0,0,939017.0,Creciente,0.5105824990547299,0,0
9,2025-03-16 18:37:40,1036332.0,6,63,Independiente,8000000,1500000,141364,851.0,3,3,2,0,1,1230076.0,Decreciente,0.4204003897957683,0,0
4,2025-07-12 18:34:00,1794000.0,12,62,Empleado,2800000,350000,140476,777.0,10,7,4,0,3,961885.0,Creciente,0.33347130424710436,0,0
4,2025-01-19 10:25:36,639708.0,6,61,Independiente,3800000,400000,94946,882.0,4,2,1,1,1,,,0.2658535270033947,0,0
4,2025-01-08 10:32:03,5628480.0,12,61,Independiente,7000000,1500000,390867,859.0,3,0,2,0,0,,,0.5541016377311465,1,0
9,2025-06-01 11:33:29,2082338.4,10,61,Independiente,3000000,1000000,177264,854.0,4,3,2,0,1,946640.0,Creciente,0.21909493968350632,0,0
4,2025-07-17 16:58:46,1440000.0,6,59,Empleado,12000000,3000000,215660,745.0,9,5,4,0,3,16811288.0,Creciente,0.31524062794384394,0,0
4,2025-08-08 13:15:22,2340600.0,6,58,Empleado,2500000,1000000,347040,801.0,3,6,2,0,0,2838143.0,Creciente,0.3547595137546847,0,0
4,2025-01-27 13:55:41,3055500.0,6,54,Empleado,4000000,1500000,453515,815.0,4,7,1,0,2,1815035.0,Estable,0.4219232770746552,0,0
4,2025-04-01 19:33:02,1463040.0,10,54,Empleado,1800000,800000,135384,838.0,6,2,3,0,1,908526.0,Estable,0.19058734100536842,0,0
4,2025-07-22 14:17:18,1080000.0,6,53,Empleado,1000000,622000,162348,813.0,5,7,2,0,1,958420.0,Creciente,0.36215213631568627,0,0
4,2024-12-28 11:56:16,806280.0,6,52,Empleado,8000000,2000000,111983,751.0,10,6,4,0,0,,,0.4344182941089805,0,0
9,2025-07-06 13:56:56,1185660.0,2,60,Independiente,4000000,2000000,467909,782.0,9,5,6,0,2,,,0.3508762194573525,0,0
9,2025-03-03 09:05:37,1604400.0,6,58,Independiente,4000000,2000000,218853,816.0,1,2,0,0,0,30285.0,Creciente,0.3804593828720629,0,0
4,2025-01-05 11:43:18,2195880.0,12,49,Empleado,1400000,500000,152492,853.0,1,5,1,0,0,1273094.0,Decreciente,0.31269520496841174,0,0
4,2025-01-23 12:46:48,639360.0,12,50,Empleado,1500000,600000,50103,891.0,6,3,3,0,0,1420524.0,Creciente,0.1929264493404131,0,0
9,2025-04-30 10:22:34,1269000.0,2,57,Independiente,5000000,2000000,500578,834.0,8,1,3,1,3,,,0.30578390318435655,0,0
4,2025-02-21 11:19:31,14352000.0,6,55,Independiente,28000000,21000000,2131664,854.0,4,7,4,0,0,1925933.0,Estable,0.3855237753987187,0,0
4,2025-04-07 11:09:38,10950000.0,12,47,Independiente,4000000,2000000,861704,837.0,7,5,5,0,0,933602.0,Creciente,0.2821841057630454,0,0
